,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
107,Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),2021-11-12,12,21SralRv4ucDT3i1rYrr85,spotify:track:21SralRv4ucDT3i1rYrr85,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,0.232,56,284773
108,The Lucky One (Taylor's Version),Red (Taylor's Version),2021-11-12,13,6Gr4KvawYKiZBHQWub9n7o,spotify:track:6Gr4KvawYKiZBHQWub9n7o,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,0.538,41,240466
109,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),2021-11-12,14,5uQQcvcXoCwKPK5sYvarzO,spotify:track:5uQQcvcXoCwKPK5sYvarzO,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,0.474,45,245426
110,Starlight (Taylor's Version),Red (Taylor's Version),2021-11-12,15,2bspOurPlpKv27SVt7UbHy,spotify:track:2bspOurPlpKv27SVt7UbHy,0.00324,0.628,0.685,0.0,0.18,-5.864,0.0358,126.014,0.605,45,220413
111,Begin Again (Taylor's Version),Red (Taylor's Version),2021-11-12,16,38TSM6TDx1fzs7JnioMQXe,spotify:track:38TSM6TDx1fzs7JnioMQXe,0.075,0.519,0.527,0.0,0.132,-7.673,0.0274,78.915,0.267,42,238866
112,The Moment I Knew (Taylor's Version),Red (Taylor's Version),2021-11-12,17,19JrUNf5amGgM9Ui9kdkss,spotify:track:19JrUNf5amGgM9Ui9kdkss,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,0.208,40,285280
113,Come Back...Be Here (Taylor's Version),Red (Taylor's Version),2021-11-12,18,5XaLWURooWKZiraOWSTWjm,spotify:track:5XaLWURooWKZiraOWSTWjm,0.0158,0.46,0.632,0.0,0.0822,-6.031,0.0302,79.846,0.399,41,223333
114,Girl At Home (Taylor's Version),Red (Taylor's Version),2021-11-12,19,6lJPTJCHgLQ4kr69SftElR,spotify:track:6lJPTJCHgLQ4kr69SftElR,0.00955,0.691,0.736,1.88e-05,0.101,-6.974,0.0326,125.089,0.612,40,220520
115,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),2021-11-12,20,3CiOGu8nBPGfrJr4whAOZX,spotify:track:3CiOGu8nBPGfrJr4whAOZX,0.663,0.445,0.131,1.57e-06,0.108,-13.778,0.0564,208.918,0.101,40,321640
116,Ronan (Taylor's Version),Red (Taylor's Version),2021-11-12,21,0WE0h1qUWJBt97DtvuMWRN,spotify:track:0WE0h1qUWJBt97DtvuMWRN,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,0.38,48,264253
117,Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,22,1gWRnZ52AK1ZUvpjjTteKf,spotify:track:1gWRnZ52AK1ZUvpjjTteKf,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,0.255,62,297013
118,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,23,44V5YKYkMw9vVqnnYTMMIc,spotify:track:44V5YKYkMw9vVqnnYTMMIc,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,46,258812
119,Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,24,1GWuUzSQzL9XSyOy7beCTj,spotify:track:1GWuUzSQzL9XSyOy7beCTj,0.0538,0.584,0.743,2.83e-06,0.121,-7.075,0.0931,167.844,0.746,40,224240
120,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,25,6PdCbJwSOeovMX7kfwiAxb,spotify:track:6PdCbJwSOeovMX7kfwiAxb,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,0.494,46,225960
121,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,26,5OGALUjGm5kCEpejHs6vtA,spotify:track:5OGALUjGm5kCEpejHs6vtA,0.16,0.403,0.714,0.0,0.179,-4.514,0.0488,149.67,0.482,46,285106
122,Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,27,0EepXu0NfnnUX8efEZR167,spotify:track:0EepXu0NfnnUX8efEZR167,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,0.41,59,263533
123,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,28,5036yFLEPBGtJLTKKmHJBG,spotify:track:5036yFLEPBGtJLTKKmHJBG,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,40,240226
124,The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,29,7ovNQzugF7Rf6KYMvcfwSG,spotify:track:7ovNQzugF7Rf6KYMvcfwSG,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,43,200280
125,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,30,04m2nJR2Ia6d1ZOt8gi5xA,spotify:track:04m2nJR2Ia6d1ZOt8gi5xA,0.279,0.631,0.522,0.0,0.0875,-8.649,0.0302,93.0,0.213,53,613026
126,Fearless (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,1,77sMIMlNaSURUAXq5coCxE,spotify:track:77sMIMlNaSURUAXq5coCxE,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,78,241591
127,Fifteen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,2,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,71,294419
128,Love Story (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,3,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,0.415,79,235766
129,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,4,550erGcdD9n6PnwxrvYqZT,spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,0.797,70,254254
130,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,5,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,0.366,71,234515
131,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,6,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,83,231124
132,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,7,7HC7R2D8WjXVcUHJyEGjRs,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,0.321,67,263377
133,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,8,0k0vFacOHNuArLWMiH60p7,spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,0.541,66,200575
134,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,9,6iiAfo4wTA2CVC3Uwx9uh8,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,0.241,69,261842
135,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,10,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,83,243136
136,Forever & Always (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,11,1msEuwSBneBKpVCZQcFTsU,spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,72,225328
137,The Best Day (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,12,6ON9UuIq49xXY9GPmHIYRp,spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,0.469,65,245290
138,Change (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,13,3ExweHKZF9B752DPQByRVT,spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,0.344,65,279359
139,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,14,2m3ObD945KvpE5y9A1eUWm,spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,67,237580
140,Untouchable (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,15,0tQ9vBYpldCuikPsbgOVKA,spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,67,312107
141,Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,16,01QdEx6kFr78ZejhQtWR5m,spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,0.271,66,267833
142,Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,17,1n2wszmJyVkw6FHqyLnQsY,spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,0.167,64,237338
143,Superstar (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,18,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,0.171,63,263865
144,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,19,1cSFlSBdpT4F5vb1frQ231,spotify:track:1cSFlSBdpT4F5vb1frQ231,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,0.629,70,238443
145,Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,20,2JoJrsEV15OzbijS47lids,spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,0.779,0.0,0.296,-5.025,0.0409,158.162,0.328,66,241822
146,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,21,4CHpVfAhuxNJ3ibExe6kxO,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,0.44,64,220839
147,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,22,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714,74,277591
148,We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,23,34V9RiEPe8MNdU32qJsJa1,spotify:track:34V9RiEPe8MNdU32qJsJa1,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,0.13,66,244236
149,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,24,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,0.508,68,189495
150,Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,25,4uuEGH5SVuzkkSFjo2DEiY,spotify:track:4uuEGH5SVuzkkSFjo2DEiY,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,0.405,68,208608
151,Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,26,4qUijfYU8EoIWiY6oSyrgT,spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0.0,0.0995,-7.86,0.0539,80.132,0.527,66,242157
152,willow,evermore (deluxe version),2021-01-07,1,2gVhfX2Gy1T9kDuS9azrF7,spotify:track:2gVhfX2Gy1T9kDuS9azrF7,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,71,214706
153,champagne problems,evermore (deluxe version),2021-01-07,2,1gcyHQpBQ1lfXGdhZmWrHP,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,72,244000
154,gold rush,evermore (deluxe version),2021-01-07,3,3Dby3p1m6IOZn2gIIqECgK,spotify:track:3Dby3p1m6IOZn2gIIqECgK,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,69,185320
155,‘tis the damn season,evermore (deluxe version),2021-01-07,4,6sQckd3Z8NPxVVKUnavY1F,spotify:track:6sQckd3Z8NPxVVKUnavY1F,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,70,229840
156,tolerate it,evermore (deluxe version),2021-01-07,5,6lCvK2AR2uOKkVFCVlAzzm,spotify:track:6lCvK2AR2uOKkVFCVlAzzm,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,70,245440
157,"no body, no crime (feat. HAIM)",evermore (deluxe version),2021-01-07,6,6uwfVkaOM1mcMkFmSn35ix,spotify:track:6uwfVkaOM1mcMkFmSn35ix,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,68,215626
158,happiness,evermore (deluxe version),2021-01-07,7,55Vf4bimc1Rtfg0PAQRAo2,spotify:track:55Vf4bimc1Rtfg0PAQRAo2,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,67,315146
159,dorothea,evermore (deluxe version),2021-01-07,8,66tOfHVH3aUrscg8vExRV4,spotify:track:66tOfHVH3aUrscg8vExRV4,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,66,225880
160,coney island (feat. The National),evermore (deluxe version),2021-01-07,9,2awNGIJHodfLZSClB3PYhz,spotify:track:2awNGIJHodfLZSClB3PYhz,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,67,275320
161,ivy,evermore (deluxe version),2021-01-07,10,43Ykum9T72UOPhBN31grpN,spotify:track:43Ykum9T72UOPhBN31grpN,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,67,260440
162,cowboy like me,evermore (deluxe version),2021-01-07,11,52OkpDsU6MmPx1AwGOb6Ap,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,67,275040
163,long story short,evermore (deluxe version),2021-01-07,12,5VYWxXUpxuxEmCqMLDqICo,spotify:track:5VYWxXUpxuxEmCqMLDqICo,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,67,215920
164,marjorie,evermore (deluxe version),2021-01-07,13,5uICWmZTLkpEVbK22PBP6e,spotify:track:5uICWmZTLkpEVbK22PBP6e,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,68,257773
165,closure,evermore (deluxe version),2021-01-07,14,6a8aUhYbaQBUI8PcJ5ZmQ6,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,64,180653
166,evermore (feat. Bon Iver),evermore (deluxe version),2021-01-07,15,6Wlq9rqkxrqj5Kls4Kw14H,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,67,304106
167,right where you left me - bonus track,evermore (deluxe version),2021-01-07,16,3zwMVvkBe2qIKDObWgXw4N,spotify:track:3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,78,245026
168,it’s time to go - bonus track,evermore (deluxe version),2021-01-07,17,1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,0.416,70,254640
169,willow,evermore (deluxe version),2021-01-07,1,58P060mo9WWgEAdDvf0Riz,spotify:track:58P060mo9WWgEAdDvf0Riz,0.835,0.392,0.579,0.00179,0.145,-9.195,0.164,80.961,0.549,35,214706
170,champagne problems,evermore (deluxe version),2021-01-07,2,0fVrVe7Vxd3nmbJDiuX4cv,spotify:track:0fVrVe7Vxd3nmbJDiuX4cv,0.92,0.463,0.248,0.0,0.113,-12.036,0.0374,171.346,0.325,37,244000
171,gold rush,evermore (deluxe version),2021-01-07,3,4mPOHhdmdCePudiBDbAiPl,spotify:track:4mPOHhdmdCePudiBDbAiPl,0.811,0.498,0.471,0.113,0.121,-10.406,0.0411,112.018,0.351,35,185320
172,‘tis the damn season,evermore (deluxe version),2021-01-07,4,6cpa32VdG5US2mYGNBbF9I,spotify:track:6cpa32VdG5US2mYGNBbF9I,0.737,0.575,0.435,5.38e-05,0.105,-8.193,0.0311,145.91,0.351,35,229840
173,tolerate it,evermore (deluxe version),2021-01-07,5,5U0MyuuCoOoniHLQFLazLF,spotify:track:5U0MyuuCoOoniHLQFLazLF,0.878,0.373,0.36,1.54e-05,0.079,-10.376,0.0387,147.442,0.212,35,245440
174,"no body, no crime (feat. HAIM)",evermore (deluxe version),2021-01-07,6,257CUonahBouFWEhouuLYQ,spotify:track:257CUonahBouFWEhouuLYQ,0.431,0.547,0.613,0.0,0.102,-7.577,0.0264,79.011,0.528,34,215626
175,happiness,evermore (deluxe version),2021-01-07,7,7FDAG4nHExiYsHq6q7cmEn,spotify:track:7FDAG4nHExiYsHq6q7cmEn,0.861,0.558,0.331,0.0,0.113,-10.649,0.0381,122.035,0.201,32,315146
176,dorothea,evermore (deluxe version),2021-01-07,8,25TmHz7flNEc2Knau9iFFL,spotify:track:25TmHz7flNEc2Knau9iFFL,0.694,0.607,0.488,0.0,0.129,-8.329,0.0264,119.953,0.361,32,225880
177,coney island (feat. The National),evermore (deluxe version),2021-01-07,9,1ofQwiozMPRwf5g9MIjaHx,spotify:track:1ofQwiozMPRwf5g9MIjaHx,0.826,0.529,0.536,0.00082,0.141,-11.269,0.0627,107.873,0.304,32,275320
178,ivy,evermore (deluxe version),2021-01-07,10,3fs5SqsBJmczNrdMEn2hlr,spotify:track:3fs5SqsBJmczNrdMEn2hlr,0.848,0.329,0.547,1.11e-05,0.088,-9.514,0.0397,86.629,0.522,33,260440
179,cowboy like me,evermore (deluxe version),2021-01-07,11,279zump7XNXCTElaqukWFr,spotify:track:279zump7XNXCTElaqukWFr,0.774,0.605,0.513,0.000177,0.123,-8.962,0.0337,127.986,0.512,33,275040
180,long story short,evermore (deluxe version),2021-01-07,12,3H4F4JXYfyxSxY3vf8gIr4,spotify:track:3H4F4JXYfyxSxY3vf8gIr4,0.674,0.546,0.732,0.184,0.0972,-7.715,0.0423,157.893,0.571,33,215920
181,marjorie,evermore (deluxe version),2021-01-07,13,77fHtse81VKtp5CECYhl8D,spotify:track:77fHtse81VKtp5CECYhl8D,0.878,0.535,0.562,0.000132,0.114,-11.615,0.0479,96.103,0.294,33,257773
182,closure,evermore (deluxe version),2021-01-07,14,3RJxSWIqAuu3rCBttc6f5j,spotify:track:3RJxSWIqAuu3rCBttc6f5j,0.832,0.686,0.705,4.55e-06,0.134,-10.823,0.249,151.868,0.919,30,180653
183,evermore (feat. Bon Iver),evermore (deluxe version),2021-01-07,15,307GTVXXkcVBH1WQm1sMCd,spotify:track:307GTVXXkcVBH1WQm1sMCd,0.937,0.395,0.27,0.00249,0.111,-10.672,0.0309,120.94,0.314,32,304106
184,right where you left me - bonus track,evermore (deluxe version),2021-01-07,16,1BwXCMe8F4goPwResZJPHb,spotify:track:1BwXCMe8F4goPwResZJPHb,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,45,245026
185,it’s time to go - bonus track,evermore (deluxe version),2021-01-07,17,2E2BEJrIiMTRnmDnasT9vb,spotify:track:2E2BEJrIiMTRnmDnasT9vb,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,0.416,41,254640
186,willow,evermore,2020-12-11,1,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,80,214706
187,champagne problems,evermore,2020-12-11,2,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,81,244000
188,gold rush,evermore,2020-12-11,3,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,73,185320
189,‘tis the damn season,evermore,2020-12-11,4,7dW84mWkdWE5a6lFWxJCBG,spotify:track:7dW84mWkdWE5a6lFWxJCBG,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,73,229840
190,tolerate it,evermore,2020-12-11,5,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,75,245440
191,"no body, no crime (feat. HAIM)",evermore,2020-12-11,6,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,70,215626
192,happiness,evermore,2020-12-11,7,73YUReisjb3A9ActdLLjJQ,spotify:track:73YUReisjb3A9ActdLLjJQ,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,68,315146
193,dorothea,evermore,2020-12-11,8,670fUmXf4KQekzbEgaXyPA,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,67,225880
194,coney island (feat. The National),evermore,2020-12-11,9,3k7ne7VmH43ZPWxPdvPUgR,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,67,275320
195,ivy,evermore,2020-12-11,10,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,70,260440
196,cowboy like me,evermore,2020-12-11,11,1XjHRolIXL2M1EEOUsGGR4,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,70,275040
197,long story short,evermore,2020-12-11,12,2o2sgVJIgFXk8GQjWTgI6U,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,67,215920
198,marjorie,evermore,2020-12-11,13,12ntTeqEeTg7GAVpe8Mhpl,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,72,257773
199,closure,evermore,2020-12-11,14,35rdVq36LMHQX0Suw9a6tK,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,64,180653
200,evermore (feat. Bon Iver),evermore,2020-12-11,15,3O5osWf1rSoKMwe6E9ZaXP,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,67,304106
201,willow,evermore,2020-12-11,1,4vWTULAbqJAgqBqK2CxSY9,spotify:track:4vWTULAbqJAgqBqK2CxSY9,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,48,214706
202,champagne problems,evermore,2020-12-11,2,31GDi81xN4cOa73EyCBRLE,spotify:track:31GDi81xN4cOa73EyCBRLE,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,37,244000
203,gold rush,evermore,2020-12-11,3,2L6HQbA4c12cd0Yw2N5JKF,spotify:track:2L6HQbA4c12cd0Yw2N5JKF,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,27,185320
204,‘tis the damn season,evermore,2020-12-11,4,5CClGnE6O7a3NGUYKe3ZP4,spotify:track:5CClGnE6O7a3NGUYKe3ZP4,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,27,229840
205,tolerate it,evermore,2020-12-11,5,4wKsj88mt0ZRKCmOx8BRlu,spotify:track:4wKsj88mt0ZRKCmOx8BRlu,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,27,245440
206,"no body, no crime (feat. HAIM)",evermore,2020-12-11,6,33TKylf4GCTBNgneA4VRia,spotify:track:33TKylf4GCTBNgneA4VRia,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,28,215626
207,happiness,evermore,2020-12-11,7,6eJfZGNNwLYrj0T4GUXxFj,spotify:track:6eJfZGNNwLYrj0T4GUXxFj,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,24,315146
208,dorothea,evermore,2020-12-11,8,59NqXmEGkPj1RDPtYTzTzE,spotify:track:59NqXmEGkPj1RDPtYTzTzE,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,25,225880
209,coney island (feat. The National),evermore,2020-12-11,9,13OWKtZFKsXX3DJw3nZw6e,spotify:track:13OWKtZFKsXX3DJw3nZw6e,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,27,275320
210,ivy,evermore,2020-12-11,10,3KmIQJVaO2UKFyEifiCXHw,spotify:track:3KmIQJVaO2UKFyEifiCXHw,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,25,260440
211,cowboy like me,evermore,2020-12-11,11,2VXkWBDugXpgyO9YOGQSk6,spotify:track:2VXkWBDugXpgyO9YOGQSk6,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,25,275040
212,long story short,evermore,2020-12-11,12,0Mt5uGAv7HXT69CPAySwC7,spotify:track:0Mt5uGAv7HXT69CPAySwC7,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,26,215920
213,marjorie,evermore,2020-12-11,13,3bwOtYXgGWIDxkmgO01cBn,spotify:track:3bwOtYXgGWIDxkmgO01cBn,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,26,257773
214,closure,evermore,2020-12-11,14,6mN8gQjeTrrCkrqwwq6Jvs,spotify:track:6mN8gQjeTrrCkrqwwq6Jvs,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,25,180653
215,evermore (feat. Bon Iver),evermore,2020-12-11,15,3WFsgPXDeNbrV63g6Ua8yv,spotify:track:3WFsgPXDeNbrV63g6Ua8yv,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,28,304106
216,willow,evermore,2020-12-10,1,3Uo7WG0vmLQ07WB4BDwy7D,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,0.835,0.392,0.579,0.00179,0.145,-9.195,0.164,80.961,0.549,70,214706
